day_offset,cum_returners,audience_id,event_name
18,0,339284,Clear for Takeoff Returns with Whitfit
19,0,339284,Clear for Takeoff Returns with Whitfit
20,0,339284,Clear for Takeoff Returns with Whitfit
21,0,339284,Clear for Takeoff Returns with Whitfit
22,0,339284,Clear for Takeoff Returns with Whitfit
23,0,339284,Clear for Takeoff Returns with Whitfit
24,0,339284,Clear for Takeoff Returns with Whitfit
25,0,339284,Clear for Takeoff Returns with Whitfit
26,0,339284,Clear for Takeoff Returns with Whitfit
27,1,339284,Clear for Takeoff Returns with Whitfit
28,1,339284,Clear for Takeoff Returns with Whitfit
29,1,339284,Clear for Takeoff Returns with Whitfit
30,1,339284,Clear for Takeoff Returns with Whitfit
31,1,339284,Clear for Takeoff Returns with Whitfit
32,1,339284,Clear for Takeoff Returns with Whitfit
33,1,339284,Clear for Takeoff Returns with Whitfit
34,1,339284,Clear for Takeoff Returns with Whitfit
35,1,339284,Clear for Takeoff Returns with Whitfit
36,1,339284,Clear for Takeoff Returns with Whitfit
37,1,339284,Clear for Takeoff Returns with Whitfit
38,1,339284,Clear for Takeoff Returns with Whitfit
39,1,339284,Clear for Takeoff Returns with Whitfit
40,1,339284,Clear for Takeoff Returns with Whitfit
41,1,339284,Clear for Takeoff Returns with Whitfit
42,1,339284,Clear for Takeoff Returns with Whitfit
43,1,339284,Clear for Takeoff Returns with Whitfit
44,1,339284,Clear for Takeoff Returns with Whitfit
45,1,339284,Clear for Takeoff Returns with Whitfit
46,1,339284,Clear for Takeoff Returns with Whitfit
47,1,339284,Clear for Takeoff Returns with Whitfit
48,1,339284,Clear for Takeoff Returns with Whitfit
49,1,339284,Clear for Takeoff Returns with Whitfit
50,1,339284,Clear for Takeoff Returns with Whitfit
51,1,339284,Clear for Takeoff Returns with Whitfit
52,1,339284,Clear for Takeoff Returns with Whitfit
53,1,339284,Clear for Takeoff Returns with Whitfit
54,1,339284,Clear for Takeoff Returns with Whitfit
55,1,339284,Clear for Takeoff Returns with Whitfit
56,1,339284,Clear for Takeoff Returns with Whitfit
57,1,339284,Clear for Takeoff Returns with Whitfit
58,1,339284,Clear for Takeoff Returns with Whitfit
59,1,339284,Clear for Takeoff Returns with Whitfit
60,1,339284,Clear for Takeoff Returns with Whitfit
61,1,339284,Clear for Takeoff Returns with Whitfit
62,1,339284,Clear for Takeoff Returns with Whitfit
63,1,339284,Clear for Takeoff Returns with Whitfit
64,1,339284,Clear for Takeoff Returns with Whitfit
65,1,339284,Clear for Takeoff Returns with Whitfit
66,1,339284,Clear for Takeoff Returns with Whitfit
67,1,339284,Clear for Takeoff Returns with Whitfit
68,1,339284,Clear for Takeoff Returns with Whitfit
69,1,339284,Clear for Takeoff Returns with Whitfit
70,1,339284,Clear for Takeoff Returns with Whitfit
71,1,339284,Clear for Takeoff Returns with Whitfit
72,1,339284,Clear for Takeoff Returns with Whitfit
73,1,339284,Clear for Takeoff Returns with Whitfit
74,1,339284,Clear for Takeoff Returns with Whitfit
75,1,339284,Clear for Takeoff Returns with Whitfit
76,1,339284,Clear for Takeoff Returns with Whitfit
77,1,339284,Clear for Takeoff Returns with Whitfit
78,1,339284,Clear for Takeoff Returns with Whitfit
79,1,339284,Clear for Takeoff Returns with Whitfit
80,1,339284,Clear for Takeoff Returns with Whitfit
81,1,339284,Clear for Takeoff Returns with Whitfit
82,1,339284,Clear for Takeoff Returns with Whitfit
83,1,339284,Clear for Takeoff Returns with Whitfit
84,1,339284,Clear for Takeoff Returns with Whitfit
85,1,339284,Clear for Takeoff Returns with Whitfit
86,1,339284,Clear for Takeoff Returns with Whitfit
87,1,339284,Clear for Takeoff Returns with Whitfit
88,1,339284,Clear for Takeoff Returns with Whitfit
89,1,339284,Clear for Takeoff Returns with Whitfit
90,1,339284,Clear for Takeoff Returns with Whitfit
1,0,339724,Clear for Takeoff Returns with Whitfit
2,0,339724,Clear for Takeoff Returns with Whitfit
3,0,339724,Clear for Takeoff Returns with Whitfit
4,0,339724,Clear for Takeoff Returns with Whitfit
5,0,339724,Clear for Takeoff Returns with Whitfit
6,1,339724,Clear for Takeoff Returns with Whitfit
7,1,339724,Clear for Takeoff Returns with Whitfit
8,1,339724,Clear for Takeoff Returns with Whitfit
9,1,339724,Clear for Takeoff Returns with Whitfit
10,1,339724,Clear for Takeoff Returns with Whitfit
11,1,339724,Clear for Takeoff Returns with Whitfit
12,1,339724,Clear for Takeoff Returns with Whitfit
13,1,339724,Clear for Takeoff Returns with Whitfit
14,1,339724,Clear for Takeoff Returns with Whitfit
15,1,339724,Clear for Takeoff Returns with Whitfit
16,1,339724,Clear for Takeoff Returns with Whitfit
17,1,339724,Clear for Takeoff Returns with Whitfit
18,1,339724,Clear for Takeoff Returns with Whitfit
19,1,339724,Clear for Takeoff Returns with Whitfit
20,1,339724,Clear for Takeoff Returns with Whitfit
21,1,339724,Clear for Takeoff Returns with Whitfit
22,1,339724,Clear for Takeoff Returns with Whitfit
23,1,339724,Clear for Takeoff Returns with Whitfit
24,1,339724,Clear for Takeoff Returns with Whitfit
25,1,339724,Clear for Takeoff Returns with Whitfit
26,1,339724,Clear for Takeoff Returns with Whitfit
27,1,339724,Clear for Takeoff Returns with Whitfit
28,1,339724,Clear for Takeoff Returns with Whitfit
29,1,339724,Clear for Takeoff Returns with Whitfit
30,1,339724,Clear for Takeoff Returns with Whitfit
31,1,339724,Clear for Takeoff Returns with Whitfit
32,1,339724,Clear for Takeoff Returns with Whitfit
33,1,339724,Clear for Takeoff Returns with Whitfit
34,1,339724,Clear for Takeoff Returns with Whitfit
35,1,339724,Clear for Takeoff Returns with Whitfit
36,1,339724,Clear for Takeoff Returns with Whitfit
37,1,339724,Clear for Takeoff Returns with Whitfit
38,1,339724,Clear for Takeoff Returns with Whitfit
39,1,339724,Clear for Takeoff Returns with Whitfit
40,1,339724,Clear for Takeoff Returns with Whitfit
41,1,339724,Clear for Takeoff Returns with Whitfit
42,1,339724,Clear for Takeoff Returns with Whitfit
43,1,339724,Clear for Takeoff Returns with Whitfit
44,1,339724,Clear for Takeoff Returns with Whitfit
45,1,339724,Clear for Takeoff Returns with Whitfit
46,1,339724,Clear for Takeoff Returns with Whitfit
47,1,339724,Clear for Takeoff Returns with Whitfit
48,1,339724,Clear for Takeoff Returns with Whitfit
49,1,339724,Clear for Takeoff Returns with Whitfit
50,1,339724,Clear for Takeoff Returns with Whitfit
51,1,339724,Clear for Takeoff Returns with Whitfit
52,1,339724,Clear for Takeoff Returns with Whitfit
53,1,339724,Clear for Takeoff Returns with Whitfit
54,1,339724,Clear for Takeoff Returns with Whitfit
55,1,339724,Clear for Takeoff Returns with Whitfit
56,1,339724,Clear for Takeoff Returns with Whitfit
57,1,339724,Clear for Takeoff Returns with Whitfit
58,1,339724,Clear for Takeoff Returns with Whitfit
59,1,339724,Clear for Takeoff Returns with Whitfit
60,1,339724,Clear for Takeoff Returns with Whitfit
61,1,339724,Clear for Takeoff Returns with Whitfit
62,1,339724,Clear for Takeoff Returns with Whitfit
63,1,339724,Clear for Takeoff Returns with Whitfit
64,1,339724,Clear for Takeoff Returns with Whitfit
65,1,339724,Clear for Takeoff Returns with Whitfit
66,1,339724,Clear for Takeoff Returns with Whitfit
67,1,339724,Clear for Takeoff Returns with Whitfit
68,1,339724,Clear for Takeoff Returns with Whitfit
69,1,339724,Clear for Takeoff Returns with Whitfit
70,1,339724,Clear for Takeoff Returns with Whitfit
71,1,339724,Clear for Takeoff Returns with Whitfit
72,1,339724,Clear for Takeoff Returns with Whitfit
73,1,339724,Clear for Takeoff Returns with Whitfit
74,1,339724,Clear for Takeoff Returns with Whitfit
75,1,339724,Clear for Takeoff Returns with Whitfit
76,1,339724,Clear for Takeoff Returns with Whitfit
77,1,339724,Clear for Takeoff Returns with Whitfit
78,1,339724,Clear for Takeoff Returns with Whitfit
79,1,339724,Clear for Takeoff Returns with Whitfit
80,1,339724,Clear for Takeoff Returns with Whitfit
81,1,339724,Clear for Takeoff Returns with Whitfit
82,1,339724,Clear for Takeoff Returns with Whitfit
83,1,339724,Clear for Takeoff Returns with Whitfit
84,1,339724,Clear for Takeoff Returns with Whitfit
85,1,339724,Clear for Takeoff Returns with Whitfit
86,1,339724,Clear for Takeoff Returns with Whitfit
87,1,339724,Clear for Takeoff Returns with Whitfit
88,1,339724,Clear for Takeoff Returns with Whitfit
89,1,339724,Clear for Takeoff Returns with Whitfit
90,1,339724,Clear for Takeoff Returns with Whitfit
