generated_at,events_mapped,audiences_total,attendees,attendees_with_pos_record,pct_never_transacted,new_customers,revenue_90d,campaigns_costed,date_min,date_max
2026-08-12 18:04:47.810235,26,31,5412,1468,72.9,236,212354.56,0,2025-06-06,2026-06-29
